PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,PG.Qvalue,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.Quantity,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity
Dut,"Deoxyuridine triphosphatase, isoform CRA_b;Deoxyuridine triphosphatase",Q8VCG1;Q9CQ43,Q8VCG1_MOUSE;Q9CQ43_MOUSE,"nucleoplasm,mitochondrion,cytosol,extracellular exosome;","liver development,dUMP biosynthetic process,response to organic cyclic compound,regulation of protein heterodimerization activity,dUTP catabolic process,protein homotrimerization,negative regulation of receptor activity;","magnesium ion binding,RNA binding,dUTP diphosphatase activity,receptor inhibitor activity,pyrimidine deoxyribonucleotide binding,peroxisome proliferator activated receptor binding;",3.568929785313256E-13,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,20.43406867980957,8.443441390991211,12.074280738830566,31.36747169494629,11.419721603393555,16.085779190063477,13.231679916381836,9.771032333374023
C8g,Complement component C8 gamma chain,Q8VCG4,CO8G_MOUSE,"membrane attack complex,extracellular exosome,blood microparticle","complement activation, alternative pathway,complement activation, classical pathway,cytolysis","complement binding,retinol binding,protein complex binding",1.7956972147865538E-11,3,5,4,7,3,4,7,5,3,5,4,7,3,4,7,5,37.90220260620117,109.50680541992188,45.69186782836914,776.3516845703125,28.468589782714844,28.527755737304688,100.70012664794922,63.60336685180664
Acaa1b,"3-ketoacyl-CoA thiolase B, peroxisomal",Q8VCH0,THIKB_MOUSE,"mitochondrion,peroxisome",fatty acid metabolic process,acetyl-CoA C-acyltransferase activity,5.201282486935098E-24,14,13,13,5,13,13,12,13,14,13,13,5,13,13,12,13,136.63095092773438,121.67913818359375,223.13902282714844,10.858124732971191,303.5562744140625,156.60989379882812,50.91456604003906,185.59620666503906
Dhcr24,Delta(24)-sterol reductase,Q8VCH6,DHC24_MOUSE,"Golgi membrane,nucleus,endoplasmic reticulum,endoplasmic reticulum membrane,cytosol,cytoskeleton,membrane,integral component of membrane","cholesterol biosynthetic process,response to oxidative stress,Ras protein signal transduction,protein localization,cholesterol metabolic process,negative regulation of cell proliferation,response to hormone,tissue development,sterol metabolic process,male genitalia development,plasminogen activation,amyloid precursor protein catabolic process,negative regulation of apoptotic process,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,skin development,oxidation-reduction process,membrane organization","delta24(24-1) sterol reductase activity,oxidoreductase activity, acting on CH-OH group of donors,oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor,enzyme binding,peptide antigen binding,delta24-sterol reductase activity,flavin adenine dinucleotide binding",0.0020504338503912036,1,2,1,Filtered,2,2,1,2,0,2,1,Filtered,2,2,1,0,NaN,1.1904678344726562,1.6877328157424927,Filtered,1.2481470108032227,3.0815556049346924,3.9032599925994873,NaN
Rdh10,Retinol dehydrogenase 10,Q8VCH7,RDH10_MOUSE,"cytoplasm,endoplasmic reticulum membrane,membrane,integral component of membrane,organelle membrane,cell body","metanephros development,in utero embryonic development,retinoic acid biosynthetic process,visual perception,gonad development,animal organ morphogenesis,neural crest cell development,embryonic camera-type eye development,embryonic forelimb morphogenesis,retinol metabolic process,retinal metabolic process,ear development,nose development,embryonic organ development,embryonic viscerocranium morphogenesis,oxidation-reduction process,primary lung bud formation,bud elongation involved in lung branching","retinol dehydrogenase activity,NADP-retinol dehydrogenase activity",1.0809439627591854E-14,6,6,4,6,5,5,6,5,6,6,4,6,5,5,6,5,58.488861083984375,31.698522567749023,58.32234191894531,37.349910736083984,39.282806396484375,35.69980239868164,22.25459098815918,16.905742645263672
Pex19,Peroxisomal biogenesis factor 19,Q8VCI5,PEX19_MOUSE,"nucleus,nucleoplasm,cytoplasm,peroxisome,peroxisomal membrane,cytosol,integral component of membrane,protein complex","protein targeting to peroxisome,peroxisome organization,peroxisome membrane biogenesis,peroxisome fission,protein import into peroxisome membrane,protein stabilization,chaperone-mediated protein folding,chaperone-mediated protein transport,establishment of protein localization to peroxisome,negative regulation of lipid binding","protein binding,peroxisome membrane targeting sequence binding,peroxisome membrane class-1 targeting sequence binding,protein N-terminus binding,ATPase binding",1.678542068823998E-14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,17.30284309387207,12.677690505981445,23.54734230041504,12.005383491516113,17.18411636352539,14.683764457702637,13.852407455444336,5.911527633666992
Sco2,"Protein SCO2 homolog, mitochondrial",Q8VCL2,SCO2_MOUSE,"mitochondrion,mitochondrial inner membrane,myofibril","eye development,in utero embryonic development,muscle system process,copper ion transport,cellular copper ion homeostasis,respiratory chain complex IV assembly,response to activity,respiratory electron transport chain,cell redox homeostasis,copper ion homeostasis",copper ion binding,6.563895699740707E-16,2,2,3,3,3,2,3,3,2,2,3,3,3,2,3,3,27.046648025512695,15.774374008178711,30.81239128112793,13.615997314453125,10.960382461547852,21.463356018066406,8.704724311828613,8.78658676147461
Ugt2b37,UDP-glucuronosyltransferase,Q8VCN3,Q8VCN3_MOUSE,"mitochondrial inner membrane,endoplasmic reticulum,integral component of membrane",metabolic process,glucuronosyltransferase activity,2.9387997952148656E-43,6,7,6,5,5,6,7,6,6,7,6,5,5,6,7,6,44.8537483215332,21.173973083496094,34.93199157714844,36.286399841308594,37.12786102294922,39.77297592163086,17.322246551513672,25.69510269165039
Cth,Cystathionine gamma-lyase,Q8VCN5,CGL_MOUSE,"cytoplasm,cytosol,extracellular exosome","selenium compound metabolic process,protein-pyridoxal-5-phosphate linkage via peptidyl-N6-pyridoxal phosphate-L-lysine,cysteine biosynthetic process via cystathionine,cysteine biosynthetic process,transsulfuration,negative regulation of apoptotic process,positive regulation of I-kappaB kinase/NF-kappaB signaling,protein sulfhydration,positive regulation of NF-kappaB transcription factor activity,protein homotetramerization,hydrogen sulfide biosynthetic process,'de novo' L-methionine biosynthetic process,positive regulation of aortic smooth muscle cell differentiation,cellular response to leukemia inhibitory factor,negative regulation of apoptotic signaling pathway","cystathionine gamma-synthase activity,cystathionine gamma-lyase activity,protein binding,calmodulin binding,pyridoxal phosphate binding,identical protein binding,L-cystine L-cysteine-lyase (deaminating),L-cysteine desulfhydrase activity,selenomethionine gamma-lyase activity",2.4340020340737633E-31,28,25,24,17,27,28,20,26,28,25,24,17,27,28,20,26,817.4898071289062,342.39947509765625,845.8458251953125,104.56024932861328,833.2348022460938,641.034912109375,148.90211486816406,271.2326965332031
Trmt112,0610038D11Rik protein;Multifunctional methyltransferase subunit TRM112-like protein,Q8VCR4;Q9DCG9,Q8VCR4_MOUSE;TR112_MOUSE,";nucleoplasm,protein complex,perinuclear region of cytoplasm,extracellular exosome",";peptidyl-glutamine methylation,tRNA methylation,rRNA (guanine-N7)-methylation,positive regulation of rRNA processing",";protein methyltransferase activity,protein heterodimerization activity,rRNA (guanine) methyltransferase activity",1.1216570268088366E-36,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,28.584754943847656,44.96221160888672,26.758121490478516,47.46268844604492,13.990806579589844,33.0739860534668,54.171104431152344,56.41604232788086
Pglyrp2,N-acetylmuramoyl-L-alanine amidase,Q8VCS0,PGRP2_MOUSE,"membrane,extracellular exosome","pattern recognition receptor signaling pathway,peptidoglycan catabolic process,detection of bacterium,negative regulation of interferon-gamma production,negative regulation of natural killer cell differentiation involved in immune response,growth of symbiont in host,regulation of inflammatory response,defense response to Gram-positive bacterium","zinc ion binding,N-acetylmuramoyl-L-alanine amidase activity,peptidoglycan receptor activity,peptidoglycan binding",3.9416080913347776E-05,1,3,Filtered,4,2,2,4,3,0,3,Filtered,4,2,2,4,3,NaN,2.1139588356018066,Filtered,51.139373779296875,7.748306751251221,14.35107707977295,1.6667850017547607,0.6031478643417358
Fam20b,Glycosaminoglycan xylosylkinase,Q8VCS3,XYLK_MOUSE,"Golgi membrane,extracellular space,nucleoplasm,Golgi apparatus,integral component of membrane","phosphorylation,positive regulation of protein targeting to mitochondrion","ATP binding,kinase activity,phosphotransferase activity, alcohol group as acceptor,metal ion binding",0.003170884676479019,Filtered,1,Filtered,1,1,Filtered,1,Filtered,Filtered,0,Filtered,0,1,Filtered,1,Filtered,Filtered,NaN,Filtered,NaN,1,Filtered,1.0940372943878174,Filtered
Ces1d,Carboxylesterase 1D,Q8VCT4,CES1D_MOUSE,"endoplasmic reticulum,endoplasmic reticulum lumen,lipid particle,cytosol","acyl-CoA metabolic process,cholesterol biosynthetic process,response to toxic substance,lipid catabolic process,short-chain fatty acid catabolic process,epithelial cell differentiation,very-low-density lipoprotein particle assembly,acylglycerol catabolic process,medium-chain fatty acid metabolic process","sterol esterase activity,triglyceride lipase activity,fatty-acyl-ethyl-ester synthase activity,carboxylic ester hydrolase activity",1.6114095227082617E-58,27,23,27,26,27,26,20,23,27,23,27,26,27,26,20,23,987.2657470703125,501.9978332519531,1153.60595703125,956.0439453125,1367.7138671875,903.48095703125,237.9181671142578,501.0106506347656
Gpld1,Glycosylphosphatidylinositol specific phospholipase D1,Q8VCU2,Q8VCU2_MOUSE,,,,6.055270205036724E-38,7,9,7,19,6,9,11,8,7,9,7,19,6,9,11,8,13.563070297241211,14.271126747131348,10.150691032409668,420.0475769042969,12.370681762695312,16.87135124206543,17.676040649414062,13.19098949432373
Ndrg3,Ndrg3 protein;Protein NDRG3,Q8VCV2;Q9QYF9,Q8VCV2_MOUSE;NDRG3_MOUSE,";cytoplasm,extracellular exosome",;signal transduction,;molecular_function,7.834009680771636E-39,4,2,2,2,4,2,3,3,4,2,2,2,4,2,3,3,92.88504791259766,92.61524200439453,116.91486358642578,73.68547058105469,71.42423248291016,66.76437377929688,70.68272399902344,51.00834274291992
Acsf2,"Acyl-CoA synthetase family member 2, mitochondrial",Q8VCW8,ACSF2_MOUSE,mitochondrion,"fatty acid metabolic process,biological_process","molecular_function,ATP binding,ligase activity",3.917362424525323E-35,12,11,10,10,10,11,12,13,12,11,10,10,10,11,12,13,27.94337272644043,33.87839126586914,20.835710525512695,21.39958381652832,33.303871154785156,19.111404418945312,34.7369384765625,35.64143371582031
Gripap1,GRIP1-associated protein 1,Q8VD04,GRAP1_MOUSE,"nucleoplasm,early endosome,cytosol,intracellular membrane-bounded organelle,blood microparticle",,protein binding,0.001062229999179198,3,2,2,1,Filtered,2,1,2,3,2,2,1,Filtered,2,1,0,2.510316848754883,1.9091215133666992,4.771368026733398,0.5727046132087708,Filtered,6.8453803062438965,8.309910774230957,NaN
Hip1,Huntingtin-interacting protein 1,Q8VD75,HIP1_MOUSE,"nucleus,cytoplasm,Golgi apparatus,clathrin-coated vesicle,extrinsic component of cytoplasmic side of plasma membrane,intracellular membrane-bounded organelle,presynapse,extrinsic component of presynaptic membrane,extrinsic component of postsynaptic membrane,AP-2 adaptor complex","transcription, DNA-templated,regulation of transcription, DNA-templated,endocytosis,apoptotic process,activation of cysteine-type endopeptidase activity involved in apoptotic process,cell differentiation,regulation of apoptotic process,positive regulation of epidermal growth factor receptor signaling pathway,positive regulation of receptor-mediated endocytosis,clathrin coat assembly,protein stabilization,clathrin-dependent endocytosis,apoptotic signaling pathway,positive regulation of platelet-derived growth factor receptor-beta signaling pathway","protein binding,clathrin binding,clathrin light chain binding,phosphatidylinositol-3-phosphate binding,phosphatidylinositol binding,AP-2 adaptor complex binding,protein homodimerization activity,phosphatidylinositol-3,4-bisphosphate binding,protein heterodimerization activity,actin filament binding,phosphatidylinositol-3,5-bisphosphate binding",5.439403610519333E-31,2,4,1,4,2,3,4,3,2,4,1,4,2,3,4,3,10.76134967803955,6.853015899658203,4.122528076171875,10.608490943908691,3.025909900665283,3.900766372680664,5.3803887367248535,2.035151720046997
Lars2,"Probable leucine--tRNA ligase, mitochondrial",Q8VDC0,SYLM_MOUSE,"mitochondrion,mitochondrial matrix","leucyl-tRNA aminoacylation,regulation of translational fidelity,mitochondrial translation","aminoacyl-tRNA editing activity,leucine-tRNA ligase activity,ATP binding",6.553914743799258E-05,2,2,2,Filtered,1,2,1,2,2,2,2,Filtered,1,2,1,2,22.18939971923828,7.0132365226745605,10.463327407836914,Filtered,12.418546676635742,12.191350936889648,2.18172025680542,5.263028144836426
Fyco1,FYVE and coiled-coil domain-containing protein 1,Q8VDC1,FYCO1_MOUSE,"lysosome,late endosome,autophagosome,Golgi apparatus,membrane,integral component of membrane,intracellular membrane-bounded organelle,chaperonin-containing T-complex","'de novo' protein folding,chaperone-mediated protein folding,plus-end-directed vesicle transport along microtubule,positive regulation of autophagosome maturation","ATP binding,protein binding involved in protein folding,metal ion binding,unfolded protein binding",0.0005013347121171642,2,Filtered,Filtered,Filtered,1,1,1,1,2,Filtered,Filtered,Filtered,1,1,1,1,3.408649444580078,Filtered,Filtered,Filtered,1.7360479831695557,1.2446098327636719,1.0876458883285522,4.325521469116211
Myh9,Myosin-9,Q8VDD5,MYH9_MOUSE,"stress fiber,ruffle,uropod,nucleus,cytoplasm,actomyosin contractile ring,cytosol,plasma membrane,brush border,cell-cell adherens junction,cell cortex,actin cytoskeleton,membrane,myosin complex,myosin II complex,cortical cytoskeleton,extracellular matrix,cell leading edge,cleavage furrow,actomyosin,protein complex,extracellular exosome,myosin II filament,immunological synapse,spindle,focal adhesion,COP9 signalosome,integrin complex,neuromuscular junction","meiotic spindle organization,cell morphogenesis involved in differentiation,angiogenesis,in utero embryonic development,establishment of T cell polarity,membrane protein ectodomain proteolysis,phagocytosis, engulfment,cell adhesion,myoblast fusion,regulation of cell shape,protein transport,actin filament-based movement,platelet formation,monocyte differentiation,actomyosin structure organization,actin cytoskeleton reorganization,cytokinetic process,uropod organization,blood vessel endothelial cell migration,establishment of meiotic spindle localization,membrane organization,platelet aggregation,cell-cell adhesion,negative regulation of actin filament severing,positive regulation of protein processing in phagocytic vesicle,actin filament polymerization,actin filament capping","microfilament motor activity,RNA binding,actin binding,protein binding,calmodulin binding,ATP binding,ATPase activity,protein domain specific binding,actin-dependent ATPase activity,protein homodimerization activity,protein anchor,ADP binding,cadherin binding,actin filament binding",4.9680610723684363E-48,181,209,167,202,173,176,208,206,181,209,167,202,173,176,208,206,1424.9755859375,4840.18798828125,1400.970703125,5151.119140625,1433.478515625,1494.818359375,5463.61669921875,4476.49658203125
Wash1,WAS protein family homolog 1,Q8VDD8,WASH1_MOUSE,"endosome,early endosome,autophagosome,centrosome,centriole,early endosome membrane,intracellular membrane-bounded organelle,recycling endosome,recycling endosome membrane,WASH complex,invadopodium,exocyst,BLOC-1 complex","oocyte maturation,dendritic cell antigen processing and presentation,exocytosis,endosome organization,negative regulation of autophagy,endosomal transport,extracellular matrix disassembly,positive regulation of cell migration,regulation of actin filament polymerization,positive regulation of pseudopodium assembly,regulation of protein ubiquitination,Arp2/3 complex-mediated actin nucleation,low-density lipoprotein particle clearance,protein localization to cell surface,polar body extrusion after meiotic divisions,T cell proliferation,retrograde transport, endosome to Golgi,negative regulation of phosphatidylinositol 3-kinase activity,regulation of immune response,spindle assembly involved in meiosis,endosome to plasma membrane protein transport,positive regulation of cholesterol import,retrograde transport, endosome to plasma membrane,positive regulation of protein localization to cell surface","actin binding,ubiquitin protein ligase binding,alpha-tubulin binding,gamma-tubulin binding,low-density lipoprotein particle receptor binding",2.168973405713251E-17,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,30.830951690673828,32.33502197265625,44.31565475463867,24.59169578552246,32.28774642944336,25.890512466430664,52.308311462402344,31.13471794128418
Ppcs,Phosphopantothenate--cysteine ligase,Q8VDG5,PPCS_MOUSE,extracellular exosome,coenzyme A biosynthetic process,phosphopantothenate--cysteine ligase activity,7.794875625825035E-37,9,10,9,6,9,9,10,9,9,10,9,6,9,9,10,9,83.08134460449219,67.69132232666016,100.80830383300781,51.26002883911133,103.71251678466797,85.63192749023438,55.582847595214844,74.52445983886719
Hdlbp,Vigilin,Q8VDJ3,VIGLN_MOUSE,"nucleus,cytosol,high-density lipoprotein particle","lipid transport,cholesterol metabolic process","RNA binding,cadherin binding",4.492365558316423E-44,39,42,35,41,40,39,40,42,39,42,35,41,40,39,40,42,298.9609680175781,344.581298828125,283.3352966308594,383.9042053222656,243.42828369140625,295.8435363769531,397.6545104980469,362.2978210449219
Nit1,Nitrilase homolog 1;Isoform 2 of Nitrilase homolog 1,Q8VDK1;Q8VDK1-2,NIT1_MOUSE,"nucleus,mitochondrion,extracellular exosome;",nitrogen compound metabolic process;,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds;",2.5394644705254045E-56,24,21,21,17,22,23,21,22,24,21,21,17,22,23,21,22,317.53643798828125,145.70944213867188,329.0929260253906,107.02579498291016,305.8992919921875,277.043701171875,105.79727935791016,167.4174041748047
Psmd2,26S proteasome non-ATPase regulatory subunit 2,Q8VDM4,PSMD2_MOUSE,"proteasome complex,nucleus,proteasome regulatory particle,proteasome regulatory particle, base subcomplex,membrane,proteasome accessory complex,proteasome storage granule,extracellular exosome","regulation of protein catabolic process,proteasome-mediated ubiquitin-dependent protein catabolic process,regulation of catalytic activity","protein binding,enzyme regulator activity,endopeptidase activity",1.1829117624025345E-70,29,29,29,29,29,25,31,28,29,29,29,29,29,25,31,28,109.73350524902344,186.74378967285156,113.83946990966797,168.54885864257812,130.12274169921875,115.02055358886719,187.2555694580078,153.49871826171875
Hnrnpul1,Heterogeneous nuclear ribonucleoprotein U-like protein 1;Isoform 2 of Heterogeneous nuclear ribonucleoprotein U-like protein 1,Q8VDM6;Q8VDM6-2,HNRL1_MOUSE,"nucleus,nucleoplasm,intracellular ribonucleoprotein complex;","transcription, DNA-templated,regulation of transcription, DNA-templated,RNA processing,response to virus;","RNA binding,enzyme binding;",1.3109678126404539E-33,5,8,7,8,6,6,8,8,5,8,7,8,6,6,8,8,31.309593200683594,44.52055740356445,25.6149845123291,60.96548843383789,21.047794342041016,23.989009857177734,74.60845947265625,47.433753967285156
Atp1a1,Sodium/potassium-transporting ATPase subunit alpha-1,Q8VDN2,AT1A1_MOUSE,"endosome,endoplasmic reticulum,Golgi apparatus,plasma membrane,sodium:potassium-exchanging ATPase complex,caveola,postsynaptic density,intercalated disc,membrane,integral component of membrane,basolateral plasma membrane,apical plasma membrane,T-tubule,sarcolemma,myelin sheath,protein complex,extracellular exosome,extracellular vesicle","regulation of the force of heart contraction,regulation of sodium ion transport,cellular sodium ion homeostasis,regulation of blood pressure,potassium ion import,establishment or maintenance of transmembrane electrochemical gradient,dephosphorylation,cellular potassium ion homeostasis,negative regulation of glucocorticoid biosynthetic process,sodium ion export from cell,response to drug,negative regulation of heart contraction,positive regulation of heart contraction,positive regulation of striated muscle contraction,membrane hyperpolarization,cellular response to mechanical stimulus,cellular response to steroid hormone stimulus,regulation of cardiac muscle cell contraction,membrane repolarization,ATP hydrolysis coupled transmembrane transport,potassium ion import across plasma membrane,response to glycoside","sodium:potassium-exchanging ATPase activity,protein binding,ATP binding,phosphatase activity,protein kinase binding,protein domain specific binding,ankyrin binding,potassium ion binding,sodium ion binding,ADP binding,phosphatidylinositol 3-kinase binding,chaperone binding,steroid hormone binding",5.738021890210808E-50,95,83,93,92,94,92,79,79,95,83,93,92,94,92,79,79,18382.44140625,4378.046875,18054.013671875,12005.2255859375,16727.853515625,13149.4150390625,2646.01318359375,3507.0673828125
Ccar2,Cell cycle and apoptosis regulator protein 2,Q8VDP4,CCAR2_MOUSE,"nuclear chromatin,nucleus,nucleoplasm,cytoplasm,mitochondrial matrix,DBIRD complex,spliceosomal complex","transcription, DNA-templated,mRNA processing,cellular response to DNA damage stimulus,cell cycle,RNA splicing,response to UV,Wnt signaling pathway,negative regulation of cell growth,regulation of protein stability,negative regulation of proteasomal ubiquitin-dependent protein catabolic process,regulation of DNA-templated transcription, elongation,regulation of circadian rhythm,positive regulation of apoptotic process,negative regulation of catalytic activity,mitochondrial fragmentation involved in apoptotic process,negative regulation of transcription, DNA-templated,rhythmic process,positive regulation of canonical Wnt signaling pathway,regulation of protein deacetylation,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage,positive regulation of DNA damage checkpoint","RNA polymerase II core binding,RNA binding,enzyme inhibitor activity,protein binding,enzyme binding",1.1785780402838273E-49,9,11,8,11,9,9,11,11,9,11,8,11,9,9,11,11,14.633060455322266,25.748794555664062,15.957505226135254,42.89521408081055,14.642833709716797,15.397664070129395,52.501468658447266,39.67723083496094
Ptgr2,Prostaglandin reductase 2,Q8VDQ1,PTGR2_MOUSE,"mitochondrion,cytosol,extracellular exosome","prostaglandin metabolic process,cyclooxygenase pathway,oxidation-reduction process","13-prostaglandin reductase activity,15-oxoprostaglandin 13-oxidase activity,zinc ion binding",3.2068201710813827E-35,14,11,12,9,13,12,12,13,14,11,12,9,13,12,12,13,296.1810607910156,183.0659637451172,312.5227966308594,89.18888854980469,349.2471618652344,284.83001708984375,175.50144958496094,197.4067840576172
Stx18,Syntaxin-18;Isoform 3 of Syntaxin-18,Q8VDS8;Q8VDS8-3,STX18_MOUSE,"Golgi membrane,endoplasmic reticulum,endoplasmic reticulum membrane,integral component of membrane,SNARE complex;","intracellular protein transport,ER to Golgi vesicle-mediated transport,retrograde vesicle-mediated transport, Golgi to ER,membrane fusion,endoplasmic reticulum membrane organization,positive regulation of organelle assembly,positive regulation of ER to Golgi vesicle-mediated transport,regulation of Golgi organization;","SNAP receptor activity,protein domain specific binding;",0.0009034174816501009,2,1,1,1,1,1,2,4,2,0,0,1,1,0,2,4,1.1302276849746704,NaN,NaN,0.5533854961395264,1.5603055953979492,NaN,3.573939323425293,0.9301690459251404
Slc5a9,Sodium/glucose cotransporter 4,Q8VDT1,SC5A9_MOUSE,"integral component of plasma membrane,extracellular exosome","sodium ion transport,glucose transmembrane transport",glucose:sodium symporter activity,1.1360673456495117E-21,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,30.17107391357422,15.099969863891602,34.13173294067383,8.411065101623535,29.15460205078125,25.98240089416504,1.814221978187561,5.123013973236084
Mrpl50,"39S ribosomal protein L50, mitochondrial",Q8VDT9,RM50_MOUSE,"mitochondrion,mitochondrial large ribosomal subunit",biological_process,molecular_function,7.803300063711932E-22,3,3,3,1,3,3,3,3,3,3,3,1,3,3,3,3,75.86259460449219,44.49132537841797,88.55409240722656,27.125391006469727,77.4550552368164,84.49168395996094,42.88939666748047,54.059288024902344
Ddx39a,ATP-dependent RNA helicase DDX39A,Q8VDW0,DX39A_MOUSE,"nucleus,spliceosomal complex,nucleolus,cytoplasm,membrane,nuclear speck","mRNA splicing, via spliceosome,mRNA export from nucleus,cellular response to DNA damage stimulus,regulation of gene expression,RNA secondary structure unwinding","RNA binding,ATP-dependent RNA helicase activity,ATP binding,ATPase activity,identical protein binding",8.992025826913205E-41,17,19,16,19,19,14,20,20,17,19,16,19,19,14,20,20,500.0384826660156,969.9352416992188,428.86627197265625,1155.3499755859375,497.9400939941406,558.2988891601562,1248.1883544921875,930.6095581054688
Mrps23,"28S ribosomal protein S23, mitochondrial",Q8VE22,RT23_MOUSE,"mitochondrion,mitochondrial small ribosomal subunit,nuclear membrane,intermediate filament cytoskeleton",translation,"RNA binding,structural constituent of ribosome",1.5180674198315469E-30,8,8,7,8,8,8,7,8,8,8,7,8,8,8,7,8,130.86492919921875,84.76429748535156,103.34992218017578,89.54521942138672,116.79634094238281,100.0899887084961,57.66910934448242,71.9429702758789
Oxnad1,Oxidoreductase NAD-binding domain-containing protein 1;Isoform 2 of Oxidoreductase NAD-binding domain-containing protein 1,Q8VE38;Q8VE38-2,OXND1_MOUSE,mitochondrion;,oxidation-reduction process;,oxidoreductase activity;,1.8737471657343827E-36,8,7,8,5,7,7,3,7,8,7,8,5,7,7,3,7,44.41937255859375,17.46142578125,49.890968322753906,9.585148811340332,56.239654541015625,38.068756103515625,12.208045959472656,17.078269958496094
Uba5,Ubiquitin-like modifier-activating enzyme 5,Q8VE47,UBA5_MOUSE,"nucleus,cytoplasm,cytosol,intracellular membrane-bounded organelle","regulation of intracellular estrogen receptor signaling pathway,response to endoplasmic reticulum stress,protein ufmylation,protein K69-linked ufmylation","ATP binding,metal ion binding,UFM1 activating enzyme activity",1.0732889064516169E-29,4,5,5,6,6,6,6,5,4,5,5,6,6,6,6,5,424.1362609863281,40.44784164428711,178.87298583984375,93.12962341308594,203.22225952148438,89.10794067382812,45.44940948486328,16.361156463623047
Pdcd10,Programmed cell death protein 10,Q8VE70,PDC10_MOUSE,"Golgi membrane,cytoplasm,Golgi apparatus,cytosol,plasma membrane,extracellular exosome","angiogenesis,positive regulation of cell proliferation,positive regulation of gene expression,negative regulation of gene expression,positive regulation of cell migration,positive regulation of stress-activated MAPK cascade,positive regulation of peptidyl-serine phosphorylation,intrinsic apoptotic signaling pathway in response to hydrogen peroxide,response to hydrogen peroxide,negative regulation of apoptotic process,positive regulation of MAP kinase activity,wound healing, spreading of cells,positive regulation of Notch signaling pathway,protein stabilization,establishment of Golgi localization,positive regulation of protein serine/threonine kinase activity,negative regulation of cell migration involved in sprouting angiogenesis,Golgi reassembly,positive regulation of intracellular protein transport,negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis,cellular response to leukemia inhibitory factor","protein binding,protein kinase binding,protein homodimerization activity,protein N-terminus binding",1.342412486735398E-26,5,5,3,4,3,5,5,5,5,5,3,4,3,5,5,5,45.07160186767578,77.11614990234375,62.48923873901367,77.18850708007812,43.30727767944336,62.26152801513672,100.17916107177734,103.5459213256836
