Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process,Label
Injured / Non-injured,P13634,P13634,-0.961783514,0.961783514,0.014163545,0.002930769,16,P13634,Ca1,Carbonic anhydrase 1,CAH1_MOUSE,8,-48.65781906,0.513421809,Injured,Non-injured,"cytoplasm,extracellular exosome","arylesterase activity,carbonate dehydratase activity,zinc ion binding,hydro-lyase activity",one-carbon metabolic process,
Injured / Non-injured,Q9JIW9,Q9JIW9,0.242146616,0.242146616,0.014301945,0.002958256,16,Q9JIW9,Ralb,Ras-related protein Ral-B,RALB_MOUSE,12,18.27511931,1.182751193,Injured,Non-injured,"plasma membrane,midbody,extracellular exosome,exocyst,autophagosome","GTPase activity,GTP binding,GDP binding,ubiquitin protein ligase binding,ATPase binding","regulation of exocyst assembly,positive regulation of protein phosphorylation,apoptotic process,cell cycle,Ras protein signal transduction,cellular response to starvation,negative regulation of protein binding,positive regulation of protein binding,cell division,regulation of exocyst localization,cellular response to exogenous dsRNA,positive regulation of protein serine/threonine kinase activity,positive regulation of autophagosome assembly",
Injured / Non-injured,Q8VCG4,Q8VCG4,2.901041648,2.901041648,0.014342702,0.002965533,16,Q8VCG4,C8g,Complement component C8 gamma chain,CO8G_MOUSE,7,646.9655191,7.469655191,Injured,Non-injured,"membrane attack complex,extracellular exosome,blood microparticle","complement binding,retinol binding,protein complex binding","complement activation, alternative pathway,complement activation, classical pathway,cytolysis",
Injured / Non-injured,A2AKD7,A2AKD7,-0.168071858,0.168071858,0.014494887,0.002994672,16,A2AKD7,Snta1,Alpha-1-syntrophin,A2AKD7_MOUSE,6,-10.99685986,0.890031401,Injured,Non-injured,,,,
Injured / Non-injured,Q9QUR7,Q9QUR7,0.390686258,0.390686258,0.014491369,0.002994672,16,Q9QUR7,Pin1,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,PIN1_MOUSE,7,31.10168769,1.311016877,Injured,Non-injured,"nucleus,nucleoplasm,mitochondrion,cytosol,nuclear speck,midbody,neuron projection","peptidyl-prolyl cis-trans isomerase activity,motor activity,protein binding,beta-catenin binding,mitogen-activated protein kinase kinase binding,GTPase activating protein binding,phosphoserine binding,phosphothreonine binding","protein peptidyl-prolyl isomerization,positive regulation of protein phosphorylation,cell cycle,neuron differentiation,negative regulation of transforming growth factor beta receptor signaling pathway,negative regulation of protein binding,regulation of cytokinesis,positive regulation of protein dephosphorylation,regulation of cell proliferation,negative regulation of protein catabolic process,negative regulation of neuron apoptotic process,positive regulation of neuron apoptotic process,positive regulation of GTPase activity,positive regulation of transcription from RNA polymerase II promoter,synapse organization,protein stabilization,positive regulation of ubiquitin-protein transferase activity,regulation of pathway-restricted SMAD protein phosphorylation,positive regulation of cell growth involved in cardiac muscle cell development,negative regulation of ERK1 and ERK2 cascade,positive regulation of canonical Wnt signaling pathway,regulation of protein localization to nucleus,negative regulation of cell motility",
Injured / Non-injured,Q8BTS3,Q8BTS3,0.236539303,0.236539303,0.014532656,0.003001309,16,Q8BTS3,Gbp9,Guanylate-binding protein 9,Q8BTS3_MOUSE,2,17.81631238,1.178163124,Injured,Non-injured,"symbiont-containing vacuole membrane,cytoplasmic vesicle,extracellular exosome","molecular_function,GTPase activity,GTP binding","defense response to protozoan,adhesion of symbiont to host,defense response to Gram-positive bacterium,cellular response to interferon-gamma",
Injured / Non-injured,Q99J36,Q99J36,0.38699857,0.38699857,0.01455113,0.003003959,16,Q99J36,Thumpd1,THUMP domain-containing protein 1,THUM1_MOUSE,5,30.76700522,1.307670052,Injured,Non-injured,cellular_component,RNA binding,tRNA modification,
Injured / Non-injured,Q3UQ84;Q922A3,Q3UQ84;Q922A3,-0.778546454,0.778546454,0.014575461,0.003007814,16,Q3UQ84;Q922A3,Tars2,"Threonine--tRNA ligase, mitochondrial;Tars2 protein",SYTM_MOUSE;Q922A3_MOUSE,4,-41.7046164,0.582953836,Injured,Non-injured,"mitochondrion,mitochondrial matrix;","aminoacyl-tRNA editing activity,threonine-tRNA ligase activity,ATP binding,protein homodimerization activity;","regulation of translational fidelity,mitochondrial threonyl-tRNA aminoacylation;",
Injured / Non-injured,E9PXK7;Q9Z210,E9PXK7;Q9Z210,-0.525194617,0.525194617,0.014708393,0.00303407,16,E9PXK7;Q9Z210,Pex11b,Peroxisomal membrane protein 11B,E9PXK7_MOUSE;PX11B_MOUSE,7,-30.51346327,0.694865367,Injured,Non-injured,";mitochondrion,peroxisome,peroxisomal membrane,integral component of peroxisomal membrane,membrane,protein complex,extracellular exosome",;protein homodimerization activity,";peroxisome organization,signal transduction,peroxisome fission,regulation of peroxisome size,protein homooligomerization",
Injured / Non-injured,G3X9Q4;Q99M01,G3X9Q4;Q99M01,-1.072813493,1.072813493,0.014742779,0.003039984,16,G3X9Q4;Q99M01,Fars2,"Phenylalanine--tRNA ligase, mitochondrial;Phenylalanine--tRNA ligase, mitochondrial",G3X9Q4_MOUSE;SYFM_MOUSE,2,-52.46089964,0.475391004,Injured,Non-injured,";mitochondrion,mitochondrial matrix",";tRNA binding,phenylalanine-tRNA ligase activity,ATP binding",";phenylalanyl-tRNA aminoacylation,tRNA processing",
Injured / Non-injured,A0A0R4J0M4;Q91V80,A0A0R4J0M4;Q91V80,3.139254017,3.139254017,0.014800763,0.003050758,14,A0A0R4J0M4;Q91V80,Apof,Apolipoprotein F,A0A0R4J0M4_MOUSE;APOF_MOUSE,4,781.0683958,8.810683958,Injured,Non-injured,";cellular_component,low-density lipoprotein particle,high-density lipoprotein particle",;molecular_function,";triglyceride metabolic process,cholesterol metabolic process,cholesterol efflux",
Injured / Non-injured,Q91YR9,Q91YR9,0.899812438,0.899812438,0.014869212,0.00306368,16,Q91YR9,Ptgr1,Prostaglandin reductase 1,PTGR1_MOUSE,8,86.58233952,1.865823395,Injured,Non-injured,"cytoplasm,extracellular exosome","2-alkenal reductase [NAD(P)] activity,13-prostaglandin reductase activity,15-oxoprostaglandin 13-oxidase activity","prostaglandin metabolic process,oxidation-reduction process,response to antineoplastic agent",
Injured / Non-injured,P63037,P63037,-0.226794362,0.226794362,0.014954651,0.003080091,16,P63037,Dnaja1,DnaJ homolog subfamily A member 1,DNJA1_MOUSE,14,-14.54684649,0.854531535,Injured,Non-injured,"nucleus,mitochondrion,endoplasmic reticulum,cytosol,microtubule cytoskeleton,membrane,perinuclear region of cytoplasm,extracellular exosome,ubiquitin ligase complex","G-protein coupled receptor binding,ATPase activator activity,protein binding,ATP binding,Hsp70 protein binding,Tat protein binding,ubiquitin protein ligase binding,metal ion binding,low-density lipoprotein particle receptor binding,unfolded protein binding,chaperone binding,C3HC4-type RING finger domain binding","protein folding,spermatogenesis,response to heat,flagellated sperm motility,androgen receptor signaling pathway,negative regulation of protein ubiquitination,positive regulation of ATPase activity,DNA damage response, detection of DNA damage,positive regulation of apoptotic process,negative regulation of apoptotic process,negative regulation of JUN kinase activity,regulation of protein transport,protein localization to mitochondrion,toxin transport,negative regulation of establishment of protein localization to mitochondrion,negative regulation of nitrosative stress-induced intrinsic apoptotic signaling pathway",
Injured / Non-injured,Q8R5L1,Q8R5L1,-0.3952039,0.3952039,0.015035502,0.003095544,16,Q8R5L1,C1qbp,"Complement component 1 Q subcomponent-binding protein, mitochondrial",Q8R5L1_MOUSE,6,-23.9618098,0.760381902,Injured,Non-injured,,,,
Injured / Non-injured,E9PXG9;Q8CCB4,E9PXG9;Q8CCB4,-0.960989403,0.960989403,0.015123053,0.003112365,16,E9PXG9;Q8CCB4,Vps53,Vacuolar protein sorting-associated protein 53 homolog,E9PXG9_MOUSE;VPS53_MOUSE,3,-48.62955072,0.513704493,Injured,Non-injured,";GARP complex,Golgi apparatus,trans-Golgi network,cytosol,endosome membrane,membrane,perinuclear region of cytoplasm,recycling endosome,EARP complex",;,";lysosomal transport,protein transport,endocytic recycling,retrograde transport, endosome to Golgi",
Injured / Non-injured,Q9D3H2,Q9D3H2,-1.107454438,1.107454438,0.015157096,0.003118165,14,Q9D3H2,Obp1a,Odorant-binding protein 1a,OBP1A_MOUSE,2,-53.58877888,0.464112211,Injured,Non-injured,"cellular_component,extracellular region","transporter activity,odorant binding","transport,sensory perception of smell,biological_process,response to stimulus",
Injured / Non-injured,O88983,O88983,1.601170186,1.601170186,0.015190577,0.003123845,14,O88983,Stx8,Syntaxin-8,STX8_MOUSE,2,203.389296,3.03389296,Injured,Non-injured,"lysosomal membrane,endosome,early endosome,late endosome,trans-Golgi network,cytosol,endomembrane system,integral component of membrane,SNARE complex,late endosome membrane,vesicle,perinuclear region of cytoplasm,recycling endosome","SNARE binding,SNAP receptor activity,chloride channel inhibitor activity,syntaxin binding,ubiquitin protein ligase binding","intracellular protein transport,vesicle fusion,endosome to lysosome transport,early endosome to late endosome transport,vesicle docking,regulation of molecular function,regulation of protein localization to plasma membrane",
Injured / Non-injured,D3Z6G3;Q6PER3,D3Z6G3;Q6PER3,-0.292561745,0.292561745,0.015249816,0.003134815,16,D3Z6G3;Q6PER3,Mapre3,Microtubule-associated protein RP/EB family member 3,D3Z6G3_MOUSE;MARE3_MOUSE,4,-18.35489737,0.816451026,Injured,Non-injured,";cytoplasm,microtubule cytoskeleton,midbody,microtubule plus-end,perinuclear region of cytoplasm,microtubule,cytoplasmic microtubule",";protein binding,microtubule binding,identical protein binding",";cell cycle,positive regulation of cyclin-dependent protein serine/threonine kinase activity,positive regulation of transcription, DNA-templated,cell division,positive regulation of microtubule plus-end binding",
Injured / Non-injured,P62071,P62071,0.530228321,0.530228321,0.015491684,0.003183305,16,P62071,Rras2,Ras-related protein R-Ras2,RRAS2_MOUSE,6,44.41577298,1.44415773,Injured,Non-injured,"intracellular,plasma membrane,focal adhesion,membrane,extracellular exosome","GTPase activity,protein binding,GTP binding","osteoblast differentiation,Ras protein signal transduction,cellular process,positive regulation of cell migration,regulation of neuron death",
Injured / Non-injured,Q61140;Q61140-2,Q61140;Q61140-2,1.864608777,1.864608777,0.015526871,0.003189303,10,Q61140;Q61140-2,Bcar1,Breast cancer anti-estrogen resistance protein 1;Isoform Cas-A of Breast cancer anti-estrogen resistance protein 1,BCAR1_MOUSE,2,264.1691664,3.641691664,Injured,Non-injured,"ruffle,cytoplasm,cytosol,focal adhesion,actin cytoskeleton,lamellipodium,plasma membrane;","signal transducer activity,protein binding,SH3 domain binding,protein kinase binding;","actin filament organization,cell adhesion,epidermal growth factor receptor signaling pathway,G-protein coupled receptor signaling pathway,integrin-mediated signaling pathway,insulin receptor signaling pathway,positive regulation of endothelial cell migration,cell migration,positive regulation of cell migration,cellular response to hepatocyte growth factor stimulus,platelet-derived growth factor receptor signaling pathway,vascular endothelial growth factor receptor signaling pathway,neurotrophin TRK receptor signaling pathway,hepatocyte growth factor receptor signaling pathway,antigen receptor-mediated signaling pathway,B cell receptor signaling pathway,cell chemotaxis;",
Injured / Non-injured,P09528,P09528,1.65393336,1.65393336,0.015688497,0.003221258,16,P09528,Fth1,Ferritin heavy chain,FRIH_MOUSE,6,214.6904419,3.146904419,Injured,Non-injured,"extracellular region,nucleus,mitochondrion,autolysosome,extracellular exosome,endocytic vesicle lumen","ferroxidase activity,iron ion binding,ferric iron binding","intracellular sequestering of iron ion,receptor-mediated endocytosis,immune response,negative regulation of cell proliferation,negative regulation of fibroblast proliferation,oxidation-reduction process,iron ion import",
Injured / Non-injured,Q9JHS3,Q9JHS3,0.374270499,0.374270499,0.015930698,0.003269727,16,Q9JHS3,Lamtor2,Ragulator complex protein LAMTOR2,LTOR2_MOUSE,7,29.61839714,1.296183971,Injured,Non-injured,"lysosomal membrane,late endosome,extracellular exosome,Ragulator complex","guanyl-nucleotide exchange factor activity,protein binding,protein complex scaffold","activation of MAPKK activity,cell growth,positive regulation of TOR signaling,cellular protein localization,positive regulation of GTPase activity,cellular response to amino acid stimulus",
Injured / Non-injured,Q922G0,Q922G0,-1.188363068,1.188363068,0.016025934,0.003288005,16,Q922G0,Slc25a36,Solute carrier family 25 member 36,S2536_MOUSE,4,-56.11995433,0.438800457,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane,integral component of membrane",pyrimidine nucleotide transmembrane transporter activity,"mitochondrial genome maintenance,mitochondrial transport,pyrimidine nucleotide transport,mitochondrion organization,regulation of mitochondrial membrane potential,mitochondrial pyrimidine nucleotide import",
Injured / Non-injured,P20918,P20918,3.682568074,3.682568074,0.016059184,0.003293084,16,P20918,Plg,Plasminogen,PLMN_MOUSE,56,1183.995351,12.83995351,Injured,Non-injured,"extracellular region,extracellular space,cell surface,extrinsic component of plasma membrane,extrinsic component of external side of plasma membrane,intracellular membrane-bounded organelle,other organism cell membrane,extracellular exosome,blood microparticle","endopeptidase activity,serine-type endopeptidase activity,receptor binding,enzyme binding,kinase binding,protein domain specific binding,apolipoprotein binding,chaperone binding,proteasome core complex binding,protein antigen binding","proteolysis,blood coagulation,negative regulation of cell-substrate adhesion,negative regulation of angiogenesis,extracellular matrix disassembly,tissue regeneration,fibrinolysis,myoblast differentiation,muscle cell cellular homeostasis,tissue remodeling,proteolysis involved in cellular protein catabolic process,interaction with symbiont,negative regulation of fibrinolysis,positive regulation of fibrinolysis,modification by host of symbiont morphology or physiology via secreted substance,interaction with symbiont via secreted substance involved in symbiotic interaction,trophoblast giant cell differentiation,labyrinthine layer blood vessel development,mononuclear cell migration",
Injured / Non-injured,P56380,P56380,-0.231175062,0.231175062,0.01606307,0.003293084,16,P56380,Nudt2,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical],AP4A_MOUSE,5,-14.80592887,0.851940711,Injured,Non-injured,mitochondrion,"bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity,GTP binding",apoptotic process,
Injured / Non-injured,Q02788,Q02788,1.473393498,1.473393498,0.016119696,0.00330342,16,Q02788,Col6a2,Collagen alpha-2(VI) chain,CO6A2_MOUSE,21,177.6742697,2.776742697,Injured,Non-injured,"extracellular region,proteinaceous extracellular matrix,collagen trimer,extracellular space,extracellular matrix,sarcolemma,protein complex,extracellular exosome,extracellular vesicle",,"cell adhesion,response to glucose,protein heterotrimerization",
Injured / Non-injured,P10630;P10630-2,P10630;P10630-2,0.285441569,0.285441569,0.016134803,0.003305243,16,P10630;P10630-2,Eif4a2,Eukaryotic initiation factor 4A-II;Isoform 2 of Eukaryotic initiation factor 4A-II,IF4A2_MOUSE,17,21.87832421,1.218783242,Injured,Non-injured,"nucleolus,cytoplasm,perinuclear region of cytoplasm;","RNA binding,translation initiation factor activity,ATP-dependent RNA helicase activity,ATP binding,ATPase activity;","translational initiation,regulation of gene expression,RNA secondary structure unwinding,negative regulation of RNA-directed RNA polymerase activity,cellular response to leukemia inhibitory factor;",
Injured / Non-injured,Q80UU9,Q80UU9,0.321106832,0.321106832,0.016230193,0.003323504,16,Q80UU9,Pgrmc2,Membrane-associated progesterone receptor component 2,PGRC2_MOUSE,5,24.92886328,1.249288633,Injured,Non-injured,"nuclear envelope,endomembrane system,membrane,integral component of membrane","steroid binding,protein binding,heme binding",biological_process,
Injured / Non-injured,O08795;O08795-2,O08795;O08795-2,0.310150923,0.310150923,0.016485049,0.003374392,16,O08795;O08795-2,Prkcsh,Glucosidase 2 subunit beta;Isoform 2 of Glucosidase 2 subunit beta,GLU2B_MOUSE,13,23.98373948,1.239837395,Injured,Non-injured,endoplasmic reticulum;,"RNA binding,protein kinase C binding,calcium ion binding,protein binding,ion channel binding,phosphoprotein binding;","in utero embryonic development,liver development,N-glycan processing,nitrogen compound metabolic process,negative regulation of neuron projection development,protein heterooligomerization,renal system development;",
Injured / Non-injured,Q9CPT4,Q9CPT4,0.254112954,0.254112954,0.016509468,0.003378091,16,Q9CPT4,Mydgf,Myeloid-derived growth factor,MYDGF_MOUSE,3,19.26022417,1.192602242,Injured,Non-injured,"extracellular region,extracellular space,endoplasmic reticulum-Golgi intermediate compartment,extracellular exosome",,"angiogenesis,positive regulation of protein phosphorylation,positive regulation of endothelial cell proliferation,apoptotic process,positive regulation of phosphatidylinositol 3-kinase signaling,negative regulation of apoptotic process,positive regulation of MAPK cascade,positive regulation of angiogenesis,positive regulation of transcription from RNA polymerase II promoter,positive regulation of protein kinase B signaling",
Injured / Non-injured,Q8CFX3,Q8CFX3,-1.017051658,1.017051658,0.016525031,0.003379976,15,Q8CFX3,Pcdh1,Protein Pcdh1,Q8CFX3_MOUSE,4,-50.58748677,0.494125132,Injured,Non-injured,,,,
Injured / Non-injured,Q9D939,Q9D939,-0.528397038,0.528397038,0.016644466,0.003403096,16,Q9D939,Sult1c2,Sulfotransferase 1C2,ST1C2_MOUSE,17,-30.66753486,0.693324651,Injured,Non-injured,"lysosome,extracellular exosome",sulfotransferase activity,sulfation,
Injured / Non-injured,Q8BSL7,Q8BSL7,0.934342916,0.934342916,0.016724962,0.00341824,12,Q8BSL7,Arf2,ADP-ribosylation factor 2,ARF2_MOUSE,2,91.10200514,1.911020051,Injured,Non-injured,Golgi apparatus,GTP binding,"small GTPase mediated signal transduction,protein transport,vesicle-mediated transport",
Injured / Non-injured,Q8K182,Q8K182,2.599853333,2.599853333,0.016761636,0.003423106,16,Q8K182,C8a,Complement component C8 alpha chain,CO8A_MOUSE,17,506.2249936,6.062249936,Injured,Non-injured,"membrane attack complex,extracellular exosome,blood microparticle","complement binding,protein complex binding","complement activation,complement activation, alternative pathway,complement activation, classical pathway,cytolysis",
Injured / Non-injured,Q9ER00,Q9ER00,0.573299381,0.573299381,0.016761173,0.003423106,16,Q9ER00,Stx12,Syntaxin-12,STX12_MOUSE,7,48.79224964,1.487922496,Injured,Non-injured,"Golgi membrane,pre-autophagosomal structure,endosome membrane,endomembrane system,integral component of membrane,SNARE complex,vesicle,membrane raft,phagocytic vesicle,extracellular exosome,BLOC-1 complex","SNARE binding,SNAP receptor activity,protein binding","autophagosome assembly,intracellular protein transport,vesicle fusion,cholesterol efflux,vesicle docking,protein stabilization",
Injured / Non-injured,Q8VBV7,Q8VBV7,0.691324928,0.691324928,0.016778937,0.003425324,16,Q8VBV7,Cops8,COP9 signalosome complex subunit 8,CSN8_MOUSE,5,61.47657906,1.614765791,Injured,Non-injured,"nucleus,nucleoplasm,cytosol,COP9 signalosome,perinuclear region of cytoplasm,extracellular exosome",,"protein deneddylation,activation of NF-kappaB-inducing kinase activity,negative regulation of cell proliferation,COP9 signalosome assembly",
Injured / Non-injured,Q62241,Q62241,0.872843174,0.872843174,0.016837489,0.003435959,16,Q62241,Snrpc,U1 small nuclear ribonucleoprotein C,RU1C_MOUSE,3,83.12682968,1.831268297,Injured,Non-injured,"commitment complex,U1 snRNP,Cajal body,prespliceosome","single-stranded RNA binding,zinc ion binding,pre-mRNA 5'-splice site binding,protein homodimerization activity,U1 snRNP binding","spliceosomal snRNP assembly,mRNA 5'-splice site recognition",
Injured / Non-injured,Q8K4M5,Q8K4M5,0.371556455,0.371556455,0.016991619,0.003466082,16,Q8K4M5,Commd1,COMM domain-containing protein 1,COMD1_MOUSE,3,29.37478405,1.293747841,Injured,Non-injured,"nucleus,nucleoplasm,cytoplasm,endosome,early endosome,cytosol,endosome membrane,Cul2-RING ubiquitin ligase complex,recycling endosome,extracellular exosome","copper ion binding,protein binding,phosphatidylinositol-4,5-bisphosphate binding,phosphatidylinositol-3,4,5-trisphosphate binding,sodium channel inhibitor activity,identical protein binding,protein homodimerization activity,phosphatidylinositol-3,4-bisphosphate binding,low-density lipoprotein particle receptor binding,phosphatidic acid binding,phosphatidylinositol-3,5-bisphosphate binding","transcription, DNA-templated,cellular copper ion homeostasis,Golgi to plasma membrane transport,protein transport,positive regulation of protein ubiquitination,protein destabilization,negative regulation of NF-kappaB transcription factor activity,regulation of proteasomal ubiquitin-dependent protein catabolic process,low-density lipoprotein particle clearance,cholesterol homeostasis,plasma membrane to endosome transport,copper ion homeostasis,regulation of plasma lipoprotein particle levels,negative regulation of hypoxia-inducible factor-1alpha signaling pathway,negative regulation of sodium ion transmembrane transport,positive regulation of cholesterol import,Requires Ontology,negative regulation of protein localization to cell surface,positive regulation of protein localization to cell surface",
Injured / Non-injured,Q8BGH2,Q8BGH2,-0.439643331,0.439643331,0.017035109,0.003473621,16,Q8BGH2,Samm50,Sorting and assembly machinery component 50 homolog,SAM50_MOUSE,15,-26.26831312,0.737316869,Injured,Non-injured,"mitochondrial sorting and assembly machinery complex,mitochondrion,mitochondrial outer membrane,mitochondrial inner membrane,integral component of membrane,extracellular exosome",protein binding,"mitochondrial respiratory chain complex assembly,cristae formation,protein import into mitochondrial outer membrane",
Injured / Non-injured,Q06318,Q06318,1.473430614,1.473430614,0.017044398,0.003474184,16,Q06318,Scgb1a1,Uteroglobin,UTER_MOUSE,3,177.6814134,2.776814134,Injured,Non-injured,"extracellular space,intracellular,nuclear envelope,cytoplasm,rough endoplasmic reticulum,secretory granule,extracellular exosome","phospholipase A2 inhibitor activity,polychlorinated biphenyl binding","negative regulation of transcription from RNA polymerase II promoter,signal transduction,response to xenobiotic stimulus,response to ozone,response to lipopolysaccharide,negative regulation of interferon-gamma production,negative regulation of interleukin-13 production,negative regulation of interleukin-4 production,negative regulation of interleukin-5 production,response to silicon dioxide,response to cytokine,negative regulation of T cell proliferation,response to drug,negative regulation of catalytic activity,regulation of mRNA stability,regulation of inflammatory response,response to glucocorticoid,response to fibroblast growth factor",
Injured / Non-injured,P29699,P29699,1.963506456,1.963506456,0.017149094,0.003494185,16,P29699,Ahsg,Alpha-2-HS-glycoprotein,FETUA_MOUSE,12,290.0087403,3.900087403,Injured,Non-injured,"extracellular space,Golgi apparatus,extracellular matrix,extracellular exosome,blood microparticle","endopeptidase inhibitor activity,cysteine-type endopeptidase inhibitor activity","ossification,acute-phase response,negative regulation of endopeptidase activity,negative regulation of bone mineralization,regulation of inflammatory response,positive regulation of phagocytosis",
Injured / Non-injured,A0A140T8M2,A0A140T8M2,1.219385904,1.219385904,0.01716481,0.003496049,12,A0A140T8M2,Igkv12-44,Protein Igkv12-44 (Fragment),A0A140T8M2_MOUSE,2,132.8475826,2.328475826,Injured,Non-injured,,,,
Injured / Non-injured,Q99J23,Q99J23,0.284217405,0.284217405,0.017350892,0.003532596,16,Q99J23,Ghdc,GH3 domain-containing protein,GHDC_MOUSE,3,21.77495116,1.217749512,Injured,Non-injured,"nuclear envelope,endoplasmic reticulum,membrane",,,
Injured / Non-injured,Q9R0A0,Q9R0A0,-0.519646811,0.519646811,0.017474378,0.003556377,14,Q9R0A0,Pex14,Peroxisomal membrane protein PEX14,PEX14_MOUSE,4,-30.24574212,0.697542579,Injured,Non-injured,"fibrillar center,intracellular,peroxisome,peroxisomal membrane,membrane,integral component of membrane,protein complex,peroxisomal importomer complex","transcription corepressor activity,receptor binding,microtubule binding,identical protein binding,protein N-terminus binding,beta-tubulin binding","protein complex assembly,protein import into peroxisome matrix,protein import into peroxisome matrix, docking,protein import into peroxisome matrix, translocation,negative regulation of protein binding,microtubule anchoring,peroxisome transport along microtubule,negative regulation of sequence-specific DNA binding transcription factor activity,protein import into peroxisome matrix, substrate release,negative regulation of transcription, DNA-templated,protein homooligomerization,negative regulation of protein homotetramerization",
Injured / Non-injured,Q8BIP0,Q8BIP0,-0.693469369,0.693469369,0.017483669,0.003556907,16,Q8BIP0,Dars2,"Aspartate--tRNA ligase, mitochondrial",SYDM_MOUSE,3,-38.16349736,0.618365026,Injured,Non-injured,"nucleus,mitochondrion,mitochondrial matrix","nucleic acid binding,aspartate-tRNA ligase activity,ATP binding,protein homodimerization activity,aspartate-tRNA(Asn) ligase activity","tRNA aminoacylation,mitochondrial asparaginyl-tRNA aminoacylation",
Injured / Non-injured,Q80U78;Q80U78-2;Q80U78-3,Q80U78;Q80U78-2;Q80U78-3,0.458125071,0.458125071,0.017504057,0.003559694,16,Q80U78;Q80U78-2;Q80U78-3,Pum1,Pumilio homolog 1;Isoform 2 of Pumilio homolog 1;Isoform 3 of Pumilio homolog 1,PUM1_MOUSE,3,37.37553228,1.373755323,Injured,Non-injured,"cytoplasmic mRNA processing body,nucleus,nucleoplasm,cytoplasm,cytosol,cytoplasmic stress granule,nuclear speck;;","RNA binding,mRNA 3'-UTR binding,miRNA binding;;","spermatogenesis,adult locomotory behavior,posttranscriptional regulation of gene expression,posttranscriptional gene silencing,production of miRNAs involved in gene silencing by miRNA,regulation of mRNA stability,stem cell differentiation,regulation of cell cycle,regulation of chromosome segregation,mRNA destabilization,positive regulation of RIG-I signaling pathway,positive regulation of gene silencing by miRNA;;",
Injured / Non-injured,A2ADS6;Q63ZW7,A2ADS6;Q63ZW7,-1.063465039,1.063465039,0.017623986,0.003582713,16,A2ADS6;Q63ZW7,Patj,InaD-like protein,A2ADS6_MOUSE;INADL_MOUSE,6,-52.15185297,0.47848147,Injured,Non-injured,";centrosome,microtubule organizing center,cytosol,bicellular tight junction,apical plasma membrane,cell junction,protein complex,apical part of cell,perinuclear region of cytoplasm,extracellular exosome",;protein binding,;,
Injured / Non-injured,O88630,O88630,-0.914136523,0.914136523,0.017689633,0.003594685,10,O88630,Gosr1,Golgi SNAP receptor complex member 1,GOSR1_MOUSE,2,-46.93386146,0.530661385,Injured,Non-injured,"Golgi membrane,Golgi apparatus,Golgi medial cisterna,cis-Golgi network,cytosol,membrane,integral component of membrane,SNARE complex","SNARE binding,SNAP receptor activity","ER to Golgi vesicle-mediated transport,intra-Golgi vesicle-mediated transport,vesicle fusion,protein transport,retrograde transport, endosome to Golgi,regulation of vesicle targeting, to, from or within Golgi",
Injured / Non-injured,P21614,P21614,2.592854821,2.592854821,0.017753021,0.003606188,16,P21614,Gc,Vitamin D-binding protein,VTDB_MOUSE,33,503.291318,6.03291318,Injured,Non-injured,"extracellular space,extracellular exosome,blood microparticle","actin binding,vitamin transporter activity,calcidiol binding","vitamin D metabolic process,vitamin transport",
Injured / Non-injured,F8WIE5;Q69ZR2,F8WIE5;Q69ZR2,0.911252101,0.911252101,0.017798457,0.00361258,16,F8WIE5;Q69ZR2,Hectd1,E3 ubiquitin-protein ligase HECTD1,F8WIE5_MOUSE;HECD1_MOUSE,4,88.0677011,1.880677011,Injured,Non-injured,;cytoplasm,";protein binding,metal ion binding,ubiquitin protein ligase activity",";natural killer cell differentiation,neural tube closure,embryonic placenta development,heart valve development,ventricular septum development,aorta development,protein autoubiquitination,trophoblast giant cell differentiation,spongiotrophoblast differentiation,protein K63-linked ubiquitination,negative regulation of protein localization to plasma membrane",
Injured / Non-injured,P61028,P61028,1.782713993,1.782713993,0.017800432,0.00361258,14,P61028,Rab8b,Ras-related protein Rab-8B,RAB8B_MOUSE,2,244.0728347,3.440728347,Injured,Non-injured,"nucleoplasm,mitochondrion,endosome,peroxisomal membrane,plasma membrane,synaptic vesicle,nuclear body,secretory granule membrane,phagocytic vesicle membrane,intracellular membrane-bounded organelle,phagocytic vesicle,perinuclear region of cytoplasm,cell tip,extracellular exosome","GTPase activity,receptor binding,protein binding,GTP binding,GDP binding,TPR domain binding","vesicle docking involved in exocytosis,protein secretion,regulation of exocytosis,antigen processing and presentation,positive regulation of cell projection organization,adherens junction organization,protein import into peroxisome membrane,positive regulation of corticotropin secretion,protein localization to plasma membrane",
Injured / Non-injured,Q8R121,Q8R121,2.209655435,2.209655435,0.017804859,0.00361258,14,Q8R121,Serpina10,Protein Z-dependent protease inhibitor,ZPI_MOUSE,5,362.5647841,4.625647841,Injured,Non-injured,"extracellular space,extracellular exosome","serine-type endopeptidase inhibitor activity,heparin binding","blood coagulation,negative regulation of endopeptidase activity",
